simbolo,descripcion,moneda,mercado,pais,paneles,visto_desde
BABAC,Cedear Alibaba Group Holding,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BABAD,Cedear Alibaba Group Holding,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BAC,Cedear The Boeing Company,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BACAD,"On Bco Macro Cl A Reg S 6,750% 04/11/26 U$",US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BACAO,"On Bco Macro Cl A Reg S 6,750% 04/11/26",AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BACGD,O N Banco Macro S A 8% Vto.23/06/2029,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BACGO,O N Banco Macro S A 8% Vto.23/06/2029,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BACHC,On Bco. Macro S. A. Cl.H Vto. 28/01/31,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BACHD,On Bco. Macro S. A. Cl.H Vto. 28/01/31,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BACHO,On Bco. Macro S. A. Cl.H Vto. 28/01/31,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BAD,Cedear The Boeing Company,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BAF27,Td Mun. Cordoba S.2 13/02/27 $,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
BAK,Cedear Braskem Sa,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BAKD,Cedear Braskem Sa,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BAM27,TD MUN. CORDOBA 2025 S.1 $ V.2,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
BAO27,BONO MUN. CÓRDOBA DEUDA PROVEEDORES 2025 S.1 01/10/27 $,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
BAYN,Cedear Bayer Ag,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BB,Cedear Blackberry,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BB.D,Cedear Blackberry,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BB37D,Bono Pcia. Bs. As. REGS New 2037 B,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
BB7DC,Bono Pcia. Bs. As. REGS New 2037 B U$C,US$,BCBA,argentina,Bonos/Todos,2026-08-29
BB7DD,Bono Pcia. Bs. As. REGS New U$S 2037 B,US$,BCBA,argentina,Bonos/Todos,2026-08-29
BBAR,Bbva,AR$,BCBA,argentina,Acciones/Merval | Acciones/Merval 25 | Acciones/Merval Argentina | Acciones/Burcap,2026-08-29
BBARD,Bbva,US$,BCBA,argentina,Acciones/Merval Argentina,2026-08-29
BBAS3,Cedear Banco Do Brasil S.A.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BBD,Cedear Banco Bradesco S.A.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BBD26,Lt Prov. Buenos Aires Tasa Variable 17/12/26 $,AR$,BCBA,argentina,Letras/Todas,2026-08-29
BBDC,Cedear Banco Bradesco S.A.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BBDC3,Cedear Banco Bradesco S.A.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BBDCD,Cedear Banco Bradesco S.A.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BBDD,Cedear Banco Bradesco S.A.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BBS26,Lt Prov. Buenos Aires Capitalizable 24/09/26 $,AR$,BCBA,argentina,Letras/Todas,2026-08-29
BBV,Cedear Banco Bilbao Vizcaya Sp,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BBVD,Cedear Banco Bilbao Vizcaya Sp,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BC33C,"TITULO DE DEUDA BUENOS AIRES, CITY 7,8 % VTO. 26/11/33",US$,BCBA,argentina,Bonos/Todos,2026-08-29
BC33D,"TITULO DE DEUDA BUENOS AIRES, CITY 7,8 % VTO. 26/11/33",US$,BCBA,argentina,Bonos/Todos,2026-08-29
BC37D,Bono Pcia Bs As Regs New U$S 2037 C,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
BC7DD,BONO PCIA BS AS REGS NEW U$S 2037 C USD,US$,BCBA,argentina,Bonos/Todos,2026-08-29
BCCKC,On Bco Cmf C.19 V29/08/26 U$S Cg,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BCCKD,On Bco Cmf C.19 V29/08/26 U$S Cg,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BCCKO,On Bco Cmf C.19 V29/08/26 U$S Cg,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BCIUO,TD BANCO DE LA CIUDAD DE BUENOS AIRES CL.23 05/03/28 UVA,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
BCS,Cedear Barclays Bank Plc Adr,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BDC28,TITULOS DE DEUDA PUBLICA CLASE N° 23 A TASA VARIABLE CON VENCIMIENTO EN 2028,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
BDC33,"TITULO DE DEUDA BUENOS AIRES, CITY 7,8 % VTO. 26/1",AR$,BCBA,argentina,Bonos/Todos,2026-08-29
BDC36,"TD CIUDAD DE BS.AS REGS. 7,05% V. 13/05/36",AR$,BCBA,argentina,Bonos/Todos,2026-08-29
BDCKC,On Bacs Cl.19 14/11/26 $ Usdc,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BDCKD,On Bacs Cl.19 14/11/26 $ Usd Mep,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BDCKO,On Bacs Cl.19 14/11/26 $,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BF38O,On Bbva Cl.38 20/11/26 $,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BF39C,On Bbva Cl.39 05/12/26 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BF39D,On Bbva Cl.39 05/12/26 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BF39O,On Bbva Cl.39 05/12/26 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BF40C,On Bco. Bbva Argentina Cl.40 27/08/27,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BF40D,On Bco. Bbva Argentina Cl.40 27/08/27,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BF40O,On Bco. Bbva Argentina Cl.40 27/08/27,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BF44C,On Banco Bbva Argentina Cl.44 08/05/28 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BF44D,On Banco Bbva Argentina Cl.44 08/05/28 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BF44O,On Banco Bbva Argentina Cl.44 08/05/28 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BF45C,On Banco Bbva Argentina Cl.45 08-05-27 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BF45D,On Banco Bbva Argentina Cl.45 08-05-27 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BF45O,On Banco Bbva Argentina Cl.45 08-05-27 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BF46C,On Banco Bbva Argentina Cl.46 21/05/27 $,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BF46D,On Banco Bbva Argentina Cl.46 21/05/27 $,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BF46O,On Banco Bbva Argentina Cl.46 21/05/27 $,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BF47C,On Banco Bbva Argentina Cl.47 10/06/27 $,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BF47D,On Banco Bbva Argentina Cl.47 10/06/27 $,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BF47O,On Banco Bbva Argentina Cl.47 10/06/27 $,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BF48C,On Banco Bbva Argentina Cl.48 24/01/28 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BF48O,On Banco Bbva Argentina Cl.48 24/01/28 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BF49D,On Banco Bbva Argentina Cl.49 24/07/27 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BF49O,On Banco Bbva Argentina Cl.49 24/07/27 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BF50D,On Banco Bbva Argentina Cl.50 24/07/28 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BF50O,On Banco Bbva Argentina Cl.50 24/07/28 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BGC4D,On Banco Patagonia Cl.4 13/11/26 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BGC4O,On Banco Patagonia Cl.4 13/11/26 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BGD26,Lt Prov. Rio Negro S.1 03/12/26 $,AR$,BCBA,argentina,Letras/Todas,2026-08-29
BGD6C,Lt Prov. Rio Negro S.1 03/12/26 $,US$,BCBA,argentina,Letras/Todas,2026-08-29
BGD6D,Lt Prov. Rio Negro S.1 03/12/26 $,US$,BCBA,argentina,Letras/Todas,2026-08-29
BHIP,Banco Hipotecario,AR$,BCBA,argentina,Acciones/Panel General | Acciones/Burcap,2026-08-29
BHP,Cedear Bhp Billiton Limited,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BHPD,Cedear Bhp Billiton Limited,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BIDU,"Cedear Baidu, Inc.",AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BIDUC,"Cedear Baidu, Inc.",US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BIDUD,"Cedear Baidu, Inc.",US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BIIB,Cedear Biogen Inc.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BIIBD,Cedear Biogen Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BIOX,Cedear Bioceres Crop Solutions,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BIOXC,Cedear Bioceres Crop Solutions,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BIOXD,Cedear Bioceres Crop Solutions,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BKC*,The Bank Of New York Cta.Ext.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BKNG,Cedear Booking Holdings Inc.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BKNGC,Cedear Booking Holdings Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BKNGD,Cedear Booking Holdings Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BKR,Cedear Baker Hughes Co.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BKRD,Cedear Baker Hughes Co.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BL2S6,Lt Prov. Chaco Cl.6 18/09/26 $,AR$,BCBA,argentina,Letras/Todas,2026-08-29
BLE27,Td Prov. Chaco S.2 30/01/27 $,AR$,BCBA,argentina,Letras/Todas,2026-08-29
BLE7C,Td Prov. Chaco S.2 30/01/27 $,US$,BCBA,argentina,Letras/Todas,2026-08-29
BLE7D,Td Prov. Chaco S.2 30/01/27 $,US$,BCBA,argentina,Letras/Todas,2026-08-29
BMA,Banco Macro,AR$,BCBA,argentina,Acciones/Merval | Acciones/Merval 25 | Acciones/Merval Argentina,2026-08-29
BMA.D,Banco Macro,US$,BCBA,argentina,Acciones/Merval Argentina,2026-08-29
BMNR,Cedear Bitmine Immersion Technologies Inc,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BMNRD,CEDEAR BITMINE INMERSION TECHNOLOGIES INC,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BMY,Cedear Bristol-Myers Squibb Co,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BMYC,Cedear Bristol M. Squibb Co.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BMYD,Cedear Bristol M. Squibb Co.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BNCXC,On Banco Santander Argentina Cl.31 28/04/27 $,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BNCXD,On Banco Santander Argentina Cl.31 28/04/27 $,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BNCXO,On Banco Santander Argentina Cl.31 28/04/27 $,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BNG,Cedear Bunge Limited,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BNGD,Cedear Bunge Limited,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BNY,Cedear The Bank Of New York Mellon Corp.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BNYD,Cedear The Bank Of New York Mellon Corp.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BOLT,Boldt,AR$,BCBA,argentina,Acciones/Panel General | Acciones/Burcap,2026-08-29
BP,Cedear Bp P.L.C.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BPA11,Cedear Banco Btg Pactual S.A.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BPA7C,BOPREAL Serie 1A Vto. 31/10/27,US$,BCBA,argentina,Bonos/Todos,2026-08-29
BPA7D,BOPREAL Serie 1A Vto. 31/10/27,US$,BCBA,argentina,Bonos/Todos,2026-08-29
BPA8C,BOPREAL 4A VTO31/10/28 U$S CG,US$,BCBA,argentina,Bonos/Todos,2026-08-29
BPA8D,BOPREAL 4A VTO31/10/28 U$S CG,US$,BCBA,argentina,Bonos/Todos,2026-08-29
BPAT,Banco Patagonia,AR$,BCBA,argentina,Acciones/Panel General,2026-08-29
BPB7C,BOPREAL Serie 1B Vto. 31/10/27,US$,BCBA,argentina,Bonos/Todos,2026-08-29
BPB7D,BOPREAL Serie 1B Vto. 31/10/27,US$,BCBA,argentina,Bonos/Todos,2026-08-29
BPB8C,BOPREAL 4B VTO31/10/28 U$S CG,US$,BCBA,argentina,Bonos/Todos,2026-08-29
BPB8D,BOPREAL 4B VTO31/10/28 U$S CG,US$,BCBA,argentina,Bonos/Todos,2026-08-29
BPC,Cedear Bp P.L.C.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BPC7C,BOPREAL Serie 1C Vto 31/10/27,US$,BCBA,argentina,Bonos/Todos,2026-08-29
BPC7D,BOPREAL Serie 1C Vto 31/10/27,US$,BCBA,argentina,Bonos/Todos,2026-08-29
BPCTD,On Bco Supervielle Cl.T V.26/08/27 U$S Cg,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BPCTO,On Bco Supervielle Cl.T V.26/08/27 U$S Cg,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BPCUC,On Supervielle Vto 04/12/2026,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BPCUD,On Supervielle Vto 04/12/2026,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BPCUO,On Supervielle Vto 04/12/2026,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BPCVC,On Banco Supervielle Cl.5 05/05/27 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BPCVD,On Banco Supervielle Cl.5 05/05/27 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BPCVO,On Banco Supervielle Cl.5 05/05/27 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BPCWO,On Banco Supervielle Cl.W 07/08/28 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BPCXD,On Banco Supervielle Cl.X 07/08/27 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BPD,Cedear Bp P.L.C.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BPD7C,BOPREAL Serie 1D Vto. 31/10/27,US$,BCBA,argentina,Bonos/Todos,2026-08-29
BPD7D,BOPREAL Serie 1D Vto. 31/10/27,US$,BCBA,argentina,Bonos/Todos,2026-08-29
BPOA7,BOPREAL Serie 1A Vto. 31/10/27,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
BPOA8,BOPREAL 4A VTO31/10/28 U$S CG,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
BPOB7,BOPREAL Serie 1B Vto. 31/10/27,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
BPOB8,BOPREAL 4B VTO31/10/28 U$S CG,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
BPOC7,BOPREAL Serie 1C Vto 31/10/27,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
BPOD7,BOPREAL Serie 1D Vto. 31/10/27,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
BRKB,Cedear Berkshire Hathaway Inc.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BRKBC,Cedear Berkshire Hathaway Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BRKBD,Cedear Berkshire Hathaway Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BSBR,Cedear Banco Santander (Brasil),AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BU2N6,Lt Prov. Chubut S.119 Cl.1 09/11/26 $,AR$,BCBA,argentina,Letras/Todas,2026-08-29
BU3S6,Lt Prov. Chubut S.118 Cl.2 21/09/26 $,AR$,BCBA,argentina,Letras/Todas,2026-08-29
BUG26,Lt Prov. Chubut S.116 Cl.1 31/08/26 $,AR$,BCBA,argentina,Letras/Todas,2026-08-29
BUG6C,Lt Prov. Chubut S.116 Cl.1 31/08/26 $,US$,BCBA,argentina,Letras/Todas,2026-08-29
BUG6D,Lt Prov. Chubut S.116 Cl.1 31/08/26 $,US$,BCBA,argentina,Letras/Todas,2026-08-29
BUN26,Lt Prov. Chubut S.116 Cl.2 29/11/26 $,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BUN6C,Lt Prov. Chubut S.116 Cl.2 29/11/26 $,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BUN6D,Lt Prov. Chubut S.116 Cl.2 29/11/26 $,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BUO26,Lt Prov. Chubut S.117 Cl.2 07/10/26 $,AR$,BCBA,argentina,Letras/Todas,2026-08-29
BUO6C,Lt Prov. Chubut S.117 Cl.2 07/10/26 $,US$,BCBA,argentina,Letras/Todas,2026-08-29
BUO6D,Lt Prov. Chubut S.117 Cl.2 07/10/26 $,US$,BCBA,argentina,Letras/Todas,2026-08-29
BUS26,Lt Prov. Chubut S.115 Cl.2 19/,AR$,BCBA,argentina,Letras/Todas,2026-08-29
BUS6C,Lt Prov. Chubut S.115 Cl.2 19/,US$,BCBA,argentina,Letras/Todas,2026-08-29
BUS6D,Lt Prov. Chubut S.115 Cl.2 19/,US$,BCBA,argentina,Letras/Todas,2026-08-29
BVCPC,On Banco De Servicios Y Transacciones Cl.24 21/10/,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BVCPD,On Banco De Servicios Y Transacciones Cl.24 21/10/,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BVCPO,On Banco De Servicios Y Transacciones Cl.24 21/10/26 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BVCRC,On Banco De Servicios Y Trans. Cl.26 15/01/27,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BVCRD,On Banco De Servicios Y Trans. Cl.26 15/01/27,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BVCRO,On Banco De Servicios Y Trans. Cl.26 15/01/27,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BVCTO,On Bco. De Serv. Y Trans. Cl 27 15.01.2027,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BVCUC,On Bst Cl.28 06-05-27 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BVCUD,On Bst Cl.28 06-05-27 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BVCUO,On Bst Cl.28 06-05-27 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BVCVC,On Banco De Servicios Y Transacciones Cl.29 19/07/,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BVCVD,On Banco De Servicios Y Transacciones Cl.29 19/07/,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BVCVO,On Banco De Servicios Y Transacciones Cl.29 19/07/27 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BVCWO,On Banco De Servicios Y Transacciones Cl.30 15/07/28 Uva,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BX,Cedear Blackstone Inc,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BXD,CEDEAR BLACKSTONE INC,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
BYCHD,Banco De Galicia Y Bs. As. Cl. Xvi V10/10/28,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BYCHO,Banco De Galicia Y Bs. As. Cl. Xvi V10/10/28,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BYCVC,On Bco Galicia Cl.29 V.31/08/26 U$S Cg,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BYCVD,On Bco Galicia Cl.29 V.31/08/26 U$S Cg,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BYCVO,On Bco Galicia Cl.29 V.31/08/26 U$S Cg,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BYCWC,On Banco Galicia Cl.30 30/11/26 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BYCWD,On Banco Galicia Cl.30 30/11/26 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BYCWO,On Banco Galicia Cl.30 30/11/26 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BYCXC,On Banco Galicia Cl.31 30/12/26 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BYCXD,On Banco Galicia Cl.31 30/12/26 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BYCXO,On Banco Galicia Cl.31 30/12/26 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BYMA,Bolsas Y Mercados Argentinos S.A.,AR$,BCBA,argentina,Acciones/Merval | Acciones/Merval 25 | Acciones/Merval Argentina,2026-08-29
BYMAD,Bolsas Y Mercados Argentinos S.A.,US$,BCBA,argentina,Acciones/Merval Argentina,2026-08-29
BYY1C,On Banco De Galicia Y Buenos Aires Cl.32 S.1 05/06,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BYY1O,On Banco De Galicia Y Buenos Aires Cl.32 S.1 05/06/27 $,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BYY2C,On Banco De Galicia Y Buenos Aires Cl.32 S.2 05/06,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BYY2D,On Banco De Galicia Y Buenos Aires Cl.32 S.2 05/06,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BYY2O,On Banco De Galicia Y Buenos Aires Cl.32 S.2 05/06/28 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BYZ1D,On B. Galicia Cl33 S.1 30/7/27,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BYZ1O,On B. Galicia Cl33 S.1 30/7/27,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
BYZ2D,On B. Galicia Cl33 S.2 30/07/2027,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
C,Cedear Citigroup,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
C.D,Cedear Citigroup,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CAAP,Cedear Corporacion America Air,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CAAPD,Cedear Corporacion America Air,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CAC5C,On Capex 9.250% V25/08/28 U$S,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CAC5D,On Capex 9.250% V25/08/28 U$S,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CAC5O,On Capex 9.250% V25/08/28 U$S,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CACBC,On Capex Cl.11 U$S V.17/06/28 C.G.,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CACBD,On Capex Cl.11 U$S V.17/06/28 C.G.,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CACBO,On Capex Cl.11 U$S V.17/06/28 C.G.,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CACDC,On Capex S. A. Clase 12 04/06/29 Usdc,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CACDD,On Capex S. A. Clase 12 04/06/29 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CACDO,On Capex S. A. Clase 12 04/06/29,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CADO,Carlos Casado,AR$,BCBA,argentina,Acciones/Panel General,2026-08-29
CAH,Cedear Cardinal Health Inc.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CAHD,Cedear Cardinal Health Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CAPX,Capex,AR$,BCBA,argentina,Acciones/Panel General,2026-08-29
CAR,Cedear Avis Budget Group Inc,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CAR.C,Cedear Avis Budget Group Inc,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CAR.D,Cedear Avis Budget Group Inc,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CARC,Carboclor S.A.,AR$,BCBA,argentina,Acciones/Panel General,2026-08-29
CARP,Fideicomiso Financiero River Plate,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
CAT,Cedear Caterpillar Inc.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CATC,Cedear Caterpillar Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CATD,Cedear Caterpillar Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CC,Cedear Citigroup,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CCJ,CEDEAR CAMECO CORPORATION,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CCJC,Cedear Cameco Corporation,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CCJD,Cedear Cameco Corporation,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CCL,Cedear Carnival Corp.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
